committee,date,alderman,status,period,total_absences,,date,,
Committee on Housing and Real Estate,4/6/11 0:00,"Dowell, Pat",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Lane, Lona",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Mell, Richard F.",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Pope, John",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Reboyras, Ariel",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Rice, John",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Shiller, Helen",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Stone, Bernard",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Suarez, Regner Ray",2,1,,,39177,,
Committee on Housing and Real Estate,4/6/11 0:00,"Waguespack, Scott",2,1,,,39177,,
Committee on Finance,4/11/11 0:00,"Austin, Carrie M.",2,1,0,,39182,,
Committee on Finance,4/11/11 0:00,"Balcer, James",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Beale, Anthony",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Brookins, Jr., Howard",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Burke, Edward M.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Burnett, Jr., Walter",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Cardenas, George A.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Colon, Rey",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Daley, Vi",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Doherty, Brian",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Foulkes, Toni",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Hairston, Leslie A.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Harris, Michelle A.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Lane, Lona",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Laurino, Margaret",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Levar, Patrick",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Lyle, Freddrenna",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Mell, Richard F.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Mitts, Emma",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Moore, Joseph",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Munoz, Ricardo",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"O'Connor, Patrick",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Olivo, Frank",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Pope, John",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Reboyras, Ariel",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Rugai, Virginia",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Schulter, Eugene",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Shiller, Helen",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Smith, Mary Ann",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Solis, Daniel",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Stone, Bernard",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Suarez, Regner Ray",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Thomas, Latasha R.",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Tunney, Thomas",2,1,,,39182,,
Committee on Finance,4/11/11 0:00,"Zalewski, Michael R.",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Beale, Anthony",2,1,0,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Cullerton, Timothy M.",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Doherty, Brian",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Dowell, Pat",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Graham, Deborah L.",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Levar, Patrick",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Maldonado, Roberto",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Moreno, Proco Joe",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Reboyras, Ariel",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Reilly, Brendan",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Rugai, Virginia",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Schulter, Eugene",2,1,,,39182,,
Committee on Transportation and Public Way,4/11/11 0:00,"Suarez, Regner Ray",2,1,,,39182,,
Committee on Budget and Government Operations,4/12/11 0:00,"Austin, Carrie M.",2,1,0,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Balcer, James",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Beale, Anthony",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Brookins, Jr., Howard",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Burke, Edward M.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Burnett, Jr., Walter",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Cardenas, George A.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Cochran, Willie",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Daley, Vi",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Doherty, Brian",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Hairston, Leslie A.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Harris, Michelle A.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Lane, Lona",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Laurino, Margaret",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Levar, Patrick",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Lyle, Freddrenna",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Mell, Richard F.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Mitts, Emma",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Moore, Joseph",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Munoz, Ricardo",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"O'Connor, Patrick",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Olivo, Frank",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Pope, John",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Reboyras, Ariel",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Rugai, Virginia",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Schulter, Eugene",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Shiller, Helen",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Smith, Mary Ann",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Solis, Daniel",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Stone, Bernard",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Suarez, Regner Ray",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Thomas, Latasha R.",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Thompson, JoAnn",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Tunney, Thomas",2,1,,,39183,,
Committee on Budget and Government Operations,4/12/11 0:00,"Zalewski, Michael R.",2,1,,,39183,,
Committee on License and Consumer Protection,4/27/11 0:00,"Cardenas, George A.",2,1,0,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Cochran, Willie",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Doherty, Brian",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Fioretti, Bob",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Graham, Deborah L.",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Lyle, Freddrenna",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Olivo, Frank",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Reboyras, Ariel",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Rice, John",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Schulter, Eugene",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Shiller, Helen",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Smith, Mary Ann",2,1,,,39198,,
Committee on License and Consumer Protection,4/27/11 0:00,"Tunney, Thomas",2,1,,,39198,,
Committee on Housing and Real Estate,4/28/11 0:00,"Austin, Carrie M.",2,1,0,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Balcer, James",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Cardenas, George A.",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Dixon, Sharon",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Dowell, Pat",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Lane, Lona",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Mell, Richard F.",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Pope, John",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Reboyras, Ariel",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Rice, John",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Shiller, Helen",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Stone, Bernard",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Suarez, Regner Ray",2,1,,,39199,,
Committee on Housing and Real Estate,4/28/11 0:00,"Waguespack, Scott",2,1,,,39199,,
Committee on Finance,5/2/11 0:00,"Austin, Carrie M.",2,1,0,,39203,,
Committee on Finance,5/2/11 0:00,"Balcer, James",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Beale, Anthony",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Brookins, Jr., Howard",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Burke, Edward M.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Burnett, Jr., Walter",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Cardenas, George A.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Colon, Rey",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Daley, Vi",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Doherty, Brian",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Foulkes, Toni",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Hairston, Leslie A.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Harris, Michelle A.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Lane, Lona",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Laurino, Margaret",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Levar, Patrick",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Lyle, Freddrenna",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Mell, Richard F.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Mitts, Emma",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Moore, Joseph",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Munoz, Ricardo",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"O'Connor, Patrick",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Olivo, Frank",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Pope, John",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Reboyras, Ariel",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Rugai, Virginia",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Schulter, Eugene",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Shiller, Helen",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Smith, Mary Ann",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Solis, Daniel",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Stone, Bernard",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Suarez, Regner Ray",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Thomas, Latasha R.",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Tunney, Thomas",2,1,,,39203,,
Committee on Finance,5/2/11 0:00,"Zalewski, Michael R.",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Beale, Anthony",2,1,0,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Cullerton, Timothy M.",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Doherty, Brian",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Dowell, Pat",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Graham, Deborah L.",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Levar, Patrick",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Maldonado, Roberto",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Moreno, Proco Joe",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Reboyras, Ariel",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Reilly, Brendan",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Rugai, Virginia",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Schulter, Eugene",2,1,,,39203,,
Committee on Transportation and Public Way,5/2/11 0:00,"Suarez, Regner Ray",2,1,,,39203,,
Committee on Aviation,5/3/11 0:00,"Balcer, James",2,1,0,,39204,,
Committee on Aviation,5/3/11 0:00,"Burke, Edward M.",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Cardenas, George A.",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Cochran, Willie",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Doherty, Brian",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Levar, Patrick",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Lyle, Freddrenna",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Mitts, Emma",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Olivo, Frank",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Rice, John",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Solis, Daniel",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Suarez, Regner Ray",2,1,,,39204,,
Committee on Aviation,5/3/11 0:00,"Zalewski, Michael R.",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Colon, Rey",2,1,0,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Cullerton, Timothy M.",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Daley, Vi",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Ervin, Jason C.",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Foulkes, Toni",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Jackson, Sandi",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Laurino, Margaret",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Maldonado, Roberto",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Moreno, Proco Joe",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Newsome, Shirley",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Rice, John",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Rugai, Virginia",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Tunney, Thomas",2,1,,,39204,,
"Committee on Economic, Capital and Technology Development",5/3/11 0:00,"Zalewski, Michael R.",2,1,,,39204,,
City Council,5/18/11 0:00,"Arena, John",2,1,0,,39219,,
City Council,5/18/11 0:00,"Austin, Carrie M.",2,1,,,39219,,
City Council,5/18/11 0:00,"Balcer, James",2,1,,,39219,,
City Council,5/18/11 0:00,"Beale, Anthony",2,1,,,39219,,
City Council,5/18/11 0:00,"Brookins, Jr., Howard",2,1,,,39219,,
City Council,5/18/11 0:00,"Burke, Edward M.",2,1,,,39219,,
City Council,5/18/11 0:00,"Burnett, Jr., Walter",2,1,,,39219,,
City Council,5/18/11 0:00,"Burns, William D.",2,1,,,39219,,
City Council,5/18/11 0:00,"Cappleman, James",2,1,,,39219,,
City Council,5/18/11 0:00,"Cardenas, George A.",2,1,,,39219,,
City Council,5/18/11 0:00,"Chandler, Michael D.",2,1,,,39219,,
City Council,5/18/11 0:00,"Cochran, Willie",2,1,,,39219,,
City Council,5/18/11 0:00,"Colon, Rey",2,1,,,39219,,
City Council,5/18/11 0:00,"Cullerton, Timothy M.",2,1,,,39219,,
City Council,5/18/11 0:00,"Dowell, Pat",2,1,,,39219,,
City Council,5/18/11 0:00,"Ervin, Jason C.",2,1,,,39219,,
City Council,5/18/11 0:00,"Fioretti, Bob",2,1,,,39219,,
City Council,5/18/11 0:00,"Foulkes, Toni",2,1,,,39219,,
City Council,5/18/11 0:00,"Graham, Deborah L.",2,1,,,39219,,
City Council,5/18/11 0:00,"Hairston, Leslie A.",2,1,,,39219,,
City Council,5/18/11 0:00,"Harris, Michelle A.",2,1,,,39219,,
City Council,5/18/11 0:00,"Jackson, Sandi",2,1,,,39219,,
City Council,5/18/11 0:00,"Lane, Lona",2,1,,,39219,,
City Council,5/18/11 0:00,"Laurino, Margaret",2,1,,,39219,,
City Council,5/18/11 0:00,"Maldonado, Roberto",2,1,,,39219,,
City Council,5/18/11 0:00,"Mell, Richard F.",2,1,,,39219,,
City Council,5/18/11 0:00,"Mitts, Emma",2,1,,,39219,,
City Council,5/18/11 0:00,"Moore, Joseph",2,1,,,39219,,
City Council,5/18/11 0:00,"Moreno, Proco Joe",2,1,,,39219,,
City Council,5/18/11 0:00,"Munoz, Ricardo",2,1,,,39219,,
City Council,5/18/11 0:00,"O'Connor, Mary",2,1,,,39219,,
City Council,5/18/11 0:00,"O'Connor, Patrick",2,1,,,39219,,
City Council,5/18/11 0:00,"O'Shea, Matthew J.",2,1,,,39219,,
City Council,5/18/11 0:00,"Osterman, Harry",2,1,,,39219,,
City Council,5/18/11 0:00,"Pawar, Ameya",2,1,,,39219,,
City Council,5/18/11 0:00,"Pope, John",2,1,,,39219,,
City Council,5/18/11 0:00,"Quinn, Marty",2,1,,,39219,,
City Council,5/18/11 0:00,"Reboyras, Ariel",2,1,,,39219,,
City Council,5/18/11 0:00,"Reilly, Brendan",2,1,,,39219,,
City Council,5/18/11 0:00,"Sawyer, Roderick T.",2,1,,,39219,,
City Council,5/18/11 0:00,"Silverstein, Debra L.",2,1,,,39219,,
City Council,5/18/11 0:00,"Smith, Michele",2,1,,,39219,,
City Council,5/18/11 0:00,"Solis, Daniel",2,1,,,39219,,
City Council,5/18/11 0:00,"Sposato, Nicholas",2,1,,,39219,,
City Council,5/18/11 0:00,"Suarez, Regner Ray",2,1,,,39219,,
City Council,5/18/11 0:00,"Thomas, Latasha R.",2,1,,,39219,,
City Council,5/18/11 0:00,"Thompson, JoAnn",2,1,,,39219,,
City Council,5/18/11 0:00,"Tunney, Thomas",2,1,,,39219,,
City Council,5/18/11 0:00,"Waguespack, Scott",2,1,,,39219,,
City Council,5/18/11 0:00,"Zalewski, Michael R.",2,1,,,39219,,
Committee on Finance,6/6/11 0:00,"Austin, Carrie M.",2,1,0,,39238,,
Committee on Finance,6/6/11 0:00,"Balcer, James",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Beale, Anthony",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Brookins, Jr., Howard",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Burke, Edward M.",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Burnett, Jr., Walter",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Cardenas, George A.",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Colon, Rey",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Foulkes, Toni",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Hairston, Leslie A.",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Harris, Michelle A.",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Lane, Lona",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Laurino, Margaret",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Mell, Richard F.",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Mitts, Emma",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Moore, Joseph",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Munoz, Ricardo",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"O'Connor, Patrick",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Pope, John",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Reboyras, Ariel",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Solis, Daniel",2,1,,,39238,,
Committee on Finance,6/6/11 0:00,"Suarez, Regner Ray",2,1,,,39238,,
