committee,date,alderman,status,period,total_absences,,date,,
City Council,7/17/13 0:00,"Fioretti, Bob",11,6,,,40010,,
City Council,7/17/13 0:00,"Foulkes, Toni",11,6,,,40010,,
City Council,7/17/13 0:00,"Graham, Deborah L.",11,6,,,40010,,
City Council,7/17/13 0:00,"Hairston, Leslie A.",11,6,,,40010,,
City Council,7/17/13 0:00,"Harris, Michelle A.",11,6,,,40010,,
City Council,7/17/13 0:00,"Holmes, Natashia",11,6,,,40010,,
City Council,7/17/13 0:00,"Lane, Lona",11,6,,,40010,,
City Council,7/17/13 0:00,"Laurino, Margaret",11,6,,,40010,,
City Council,7/17/13 0:00,"Maldonado, Roberto",11,6,,,40010,,
City Council,7/17/13 0:00,"Mell, Richard F.",11,6,,,40010,,
City Council,7/17/13 0:00,"Mitts, Emma",11,6,,,40010,,
City Council,7/17/13 0:00,"Moore, Joseph",11,6,,,40010,,
City Council,7/17/13 0:00,"Moreno, Proco Joe",11,6,,,40010,,
City Council,7/17/13 0:00,"Munoz, Ricardo",11,6,,,40010,,
City Council,7/17/13 0:00,"O'Connor, Mary",11,6,,,40010,,
City Council,7/17/13 0:00,"O'Connor, Patrick",11,6,,,40010,,
City Council,7/17/13 0:00,"O'Shea, Matthew J.",11,6,,,40010,,
City Council,7/17/13 0:00,"Osterman, Harry",11,6,,,40010,,
City Council,7/17/13 0:00,"Pawar, Ameya",11,6,,,40010,,
City Council,7/17/13 0:00,"Pope, John",11,6,,,40010,,
City Council,7/17/13 0:00,"Quinn, Marty",11,6,,,40010,,
City Council,7/17/13 0:00,"Reboyras, Ariel",11,6,,,40010,,
City Council,7/17/13 0:00,"Sawyer, Roderick T.",11,6,,,40010,,
City Council,7/17/13 0:00,"Silverstein, Debra L.",11,6,,,40010,,
City Council,7/17/13 0:00,"Smith, Michele",11,6,,,40010,,
City Council,7/17/13 0:00,"Sposato, Nicholas",11,6,,,40010,,
City Council,7/17/13 0:00,"Suarez, Regner Ray",11,6,,,40010,,
City Council,7/17/13 0:00,"Thomas, Latasha R.",11,6,,,40010,,
City Council,7/17/13 0:00,"Thompson, JoAnn",11,6,,,40010,,
City Council,7/17/13 0:00,"Tunney, Thomas",11,6,,,40010,,
City Council,7/17/13 0:00,"Waguespack, Scott",11,6,,,40010,,
City Council,7/17/13 0:00,"Zalewski, Michael R.",11,6,,,40010,,
Committee on License and Consumer Protection,7/18/13 0:00,"Sawyer, Roderick T.",11,6,5,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Cardenas, George A.",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Cochran, Willie",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Moreno, Proco Joe",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Quinn, Marty",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Arena, John",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Cappleman, James",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Chandler, Michael D.",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Fioretti, Bob",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Graham, Deborah L.",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Mitts, Emma",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"O'Connor, Mary",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"O'Shea, Matthew J.",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Reboyras, Ariel",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Silverstein, Debra L.",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Sposato, Nicholas",11,6,,,40011,,
Committee on License and Consumer Protection,7/18/13 0:00,"Tunney, Thomas",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Suarez, Regner Ray",11,6,7,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Burns, William D.",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Graham, Deborah L.",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Maldonado, Roberto",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"O'Shea, Matthew J.",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Quinn, Marty",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Reilly, Brendan",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Beale, Anthony",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Cullerton, Timothy M.",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Dowell, Pat",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Ervin, Jason C.",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Fioretti, Bob",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Holmes, Natashia",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"O'Connor, Mary",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Pope, John",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Reboyras, Ariel",11,6,,,40011,,
Committee on Transportation and Public Way,7/18/13 0:00,"Smith, Michele",11,6,,,40011,,
Committee on Finance,7/19/13 0:00,"Zalewski, Michael R.",11,6,16,,40012,,
Committee on Finance,7/19/13 0:00,"Balcer, James",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Brookins, Jr., Howard",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Burnett, Jr., Walter",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Burns, William D.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Cardenas, George A.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Foulkes, Toni",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Moore, Joseph",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Moreno, Proco Joe",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Munoz, Ricardo",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"O'Connor, Patrick",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Pope, John",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Reilly, Brendan",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Solis, Daniel",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Suarez, Regner Ray",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Thomas, Latasha R.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Austin, Carrie M.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Beale, Anthony",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Burke, Edward M.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Cochran, Willie",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Colon, Rey",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Dowell, Pat",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Ervin, Jason C.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Graham, Deborah L.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Hairston, Leslie A.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Harris, Michelle A.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Lane, Lona",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Laurino, Margaret",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Mell, Richard F.",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Mitts, Emma",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Osterman, Harry",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Reboyras, Ariel",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Thompson, JoAnn",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Tunney, Thomas",11,6,,,40012,,
Committee on Finance,7/19/13 0:00,"Waguespack, Scott",11,6,,,40012,,
Committee on Budget and Government Operations,7/23/13 0:00,"Waguespack, Scott",11,6,16,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Brookins, Jr., Howard",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Cardenas, George A.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Graham, Deborah L.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Hairston, Leslie A.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Lane, Lona",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Mitts, Emma",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Moore, Joseph",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Munoz, Ricardo",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"O'Connor, Patrick",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Pope, John",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Solis, Daniel",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Suarez, Regner Ray",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Thomas, Latasha R.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Thompson, JoAnn",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Tunney, Thomas",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Austin, Carrie M.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Balcer, James",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Beale, Anthony",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Burke, Edward M.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Burnett, Jr., Walter",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Cappleman, James",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Chandler, Michael D.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Cochran, Willie",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Cullerton, Timothy M.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Dowell, Pat",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Harris, Michelle A.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Laurino, Margaret",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Maldonado, Roberto",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"O'Connor, Mary",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"O'Shea, Matthew J.",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Reboyras, Ariel",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Reilly, Brendan",11,6,,,40016,,
Committee on Budget and Government Operations,7/23/13 0:00,"Zalewski, Michael R.",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Austin, Carrie M.",11,6,0,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Balcer, James",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Burnett, Jr., Walter",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Cappleman, James",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Cardenas, George A.",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Cochran, Willie",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Colon, Rey",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Dowell, Pat",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Fioretti, Bob",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Hairston, Leslie A.",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Harris, Michelle A.",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Holmes, Natashia",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Maldonado, Roberto",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Mitts, Emma",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Moore, Joseph",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Moreno, Proco Joe",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Pope, John",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Thompson, JoAnn",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Tunney, Thomas",11,6,,,40016,,
Committee on Health and Environmental Protection,7/23/13 0:00,"Zalewski, Michael R.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Mell, Richard F.",11,6,2,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Burke, Edward M.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Austin, Carrie M.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Brookins, Jr., Howard",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Cappleman, James",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Colon, Rey",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Cullerton, Timothy M.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Fioretti, Bob",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Foulkes, Toni",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Graham, Deborah L.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Harris, Michelle A.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Laurino, Margaret",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Pawar, Ameya",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Reilly, Brendan",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Solis, Daniel",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Suarez, Regner Ray",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Thomas, Latasha R.",11,6,,,40016,,
"Committee on Zoning, Landmarks and Building Standards",7/23/13 0:00,"Tunney, Thomas",11,6,,,40016,,
City Council,7/24/13 0:00,"O'Connor, Patrick",11,6,1,,40017,,
City Council,7/24/13 0:00,"Arena, John",11,6,,,40017,,
City Council,7/24/13 0:00,"Austin, Carrie M.",11,6,,,40017,,
City Council,7/24/13 0:00,"Balcer, James",11,6,,,40017,,
City Council,7/24/13 0:00,"Beale, Anthony",11,6,,,40017,,
City Council,7/24/13 0:00,"Brookins, Jr., Howard",11,6,,,40017,,
City Council,7/24/13 0:00,"Burke, Edward M.",11,6,,,40017,,
City Council,7/24/13 0:00,"Burnett, Jr., Walter",11,6,,,40017,,
City Council,7/24/13 0:00,"Burns, William D.",11,6,,,40017,,
City Council,7/24/13 0:00,"Cappleman, James",11,6,,,40017,,
City Council,7/24/13 0:00,"Cardenas, George A.",11,6,,,40017,,
City Council,7/24/13 0:00,"Chandler, Michael D.",11,6,,,40017,,
City Council,7/24/13 0:00,"Cochran, Willie",11,6,,,40017,,
City Council,7/24/13 0:00,"Colon, Rey",11,6,,,40017,,
City Council,7/24/13 0:00,"Cullerton, Timothy M.",11,6,,,40017,,
City Council,7/24/13 0:00,"Dowell, Pat",11,6,,,40017,,
City Council,7/24/13 0:00,"Ervin, Jason C.",11,6,,,40017,,
City Council,7/24/13 0:00,"Fioretti, Bob",11,6,,,40017,,
City Council,7/24/13 0:00,"Foulkes, Toni",11,6,,,40017,,
City Council,7/24/13 0:00,"Graham, Deborah L.",11,6,,,40017,,
City Council,7/24/13 0:00,"Hairston, Leslie A.",11,6,,,40017,,
City Council,7/24/13 0:00,"Harris, Michelle A.",11,6,,,40017,,
City Council,7/24/13 0:00,"Holmes, Natashia",11,6,,,40017,,
City Council,7/24/13 0:00,"Lane, Lona",11,6,,,40017,,
City Council,7/24/13 0:00,"Laurino, Margaret",11,6,,,40017,,
City Council,7/24/13 0:00,"Maldonado, Roberto",11,6,,,40017,,
City Council,7/24/13 0:00,"Mell, Deborah",11,6,,,40017,,
City Council,7/24/13 0:00,"Mitts, Emma",11,6,,,40017,,
City Council,7/24/13 0:00,"Moore, Joseph",11,6,,,40017,,
City Council,7/24/13 0:00,"Moreno, Proco Joe",11,6,,,40017,,
City Council,7/24/13 0:00,"Munoz, Ricardo",11,6,,,40017,,
City Council,7/24/13 0:00,"O'Connor, Mary",11,6,,,40017,,
City Council,7/24/13 0:00,"O'Shea, Matthew J.",11,6,,,40017,,
City Council,7/24/13 0:00,"Osterman, Harry",11,6,,,40017,,
City Council,7/24/13 0:00,"Pawar, Ameya",11,6,,,40017,,
City Council,7/24/13 0:00,"Pope, John",11,6,,,40017,,
City Council,7/24/13 0:00,"Quinn, Marty",11,6,,,40017,,
City Council,7/24/13 0:00,"Reboyras, Ariel",11,6,,,40017,,
City Council,7/24/13 0:00,"Reilly, Brendan",11,6,,,40017,,
City Council,7/24/13 0:00,"Sawyer, Roderick T.",11,6,,,40017,,
City Council,7/24/13 0:00,"Silverstein, Debra L.",11,6,,,40017,,
City Council,7/24/13 0:00,"Smith, Michele",11,6,,,40017,,
City Council,7/24/13 0:00,"Solis, Daniel",11,6,,,40017,,
City Council,7/24/13 0:00,"Sposato, Nicholas",11,6,,,40017,,
City Council,7/24/13 0:00,"Suarez, Regner Ray",11,6,,,40017,,
City Council,7/24/13 0:00,"Thomas, Latasha R.",11,6,,,40017,,
City Council,7/24/13 0:00,"Thompson, JoAnn",11,6,,,40017,,
City Council,7/24/13 0:00,"Tunney, Thomas",11,6,,,40017,,
City Council,7/24/13 0:00,"Waguespack, Scott",11,6,,,40017,,
City Council,7/24/13 0:00,"Zalewski, Michael R.",11,6,,,40017,,
Committee on License and Consumer Protection,8/28/13 0:00,"Sposato, Nicholas",11,6,7,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Arena, John",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Cappleman, James",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Chandler, Michael D.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Cochran, Willie",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Fioretti, Bob",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Sawyer, Roderick T.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Cardenas, George A.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Graham, Deborah L.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Mitts, Emma",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Moreno, Proco Joe",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"O'Connor, Mary",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"O'Shea, Matthew J.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Quinn, Marty",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Reboyras, Ariel",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Silverstein, Debra L.",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Thompson, JoAnn",11,6,,,40052,,
Committee on License and Consumer Protection,8/28/13 0:00,"Tunney, Thomas",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Thomas, Latasha R.",11,6,6,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Brookins, Jr., Howard",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Fioretti, Bob",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Foulkes, Toni",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Pawar, Ameya",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Suarez, Regner Ray",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Austin, Carrie M.",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Burke, Edward M.",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Burnett, Jr., Walter",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Cappleman, James",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Colon, Rey",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Cullerton, Timothy M.",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Graham, Deborah L.",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Harris, Michelle A.",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Laurino, Margaret",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Reilly, Brendan",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Solis, Daniel",11,6,,,40052,,
"Committee on Zoning, Landmarks and Building Standards",8/28/13 0:00,"Tunney, Thomas",11,6,,,40052,,
Committee on Transportation and Public Way,9/4/13 0:00,"Reilly, Brendan",11,6,4,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Dowell, Pat",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Holmes, Natashia",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Maldonado, Roberto",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Beale, Anthony",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Burns, William D.",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Cullerton, Timothy M.",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Ervin, Jason C.",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Fioretti, Bob",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Graham, Deborah L.",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Mell, Deborah",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"O'Connor, Mary",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"O'Shea, Matthew J.",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Pope, John",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Quinn, Marty",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Smith, Michele",11,6,,,40059,,
Committee on Transportation and Public Way,9/4/13 0:00,"Suarez, Regner Ray",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Thomas, Latasha R.",11,6,5,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Burke, Edward M.",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Colon, Rey",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Foulkes, Toni",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Suarez, Regner Ray",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Austin, Carrie M.",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Brookins, Jr., Howard",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Burnett, Jr., Walter",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Cappleman, James",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Cullerton, Timothy M.",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Fioretti, Bob",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Graham, Deborah L.",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Harris, Michelle A.",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Laurino, Margaret",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Pawar, Ameya",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Reilly, Brendan",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Solis, Daniel",11,6,,,40059,,
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Tunney, Thomas",11,6,,,40059,,
Committee on Housing and Real Estate,9/5/13 0:00,"Thompson, JoAnn",11,6,6,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Balcer, James",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Burns, William D.",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Chandler, Michael D.",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Holmes, Natashia",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Pope, John",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Austin, Carrie M.",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Cappleman, James",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Cardenas, George A.",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Cullerton, Timothy M.",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Dowell, Pat",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Lane, Lona",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Mell, Deborah",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"O'Connor, Mary",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Reboyras, Ariel",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Sposato, Nicholas",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Suarez, Regner Ray",11,6,,,40060,,
Committee on Housing and Real Estate,9/5/13 0:00,"Waguespack, Scott",11,6,,,40060,,
Committee on Finance,9/6/13 0:00,"Zalewski, Michael R.",11,6,14,,40061,,
Committee on Finance,9/6/13 0:00,"Balcer, James",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Beale, Anthony",11,6,,,40061,,
