"Committee on Zoning, Landmarks and Building Standards",1/14/13 0:00,"Thomas, Latasha R.",0,5,5
"Committee on Zoning, Landmarks and Building Standards",6/3/13 0:00,"Reilly, Brendan",0,5,5
"Committee on Zoning, Landmarks and Building Standards",9/4/13 0:00,"Thomas, Latasha R.",0,6,5
"Committee on Zoning, Landmarks and Building Standards",11/14/13 0:00,"Reilly, Brendan",0,6,5
"Committee on Zoning, Landmarks and Building Standards",1/23/14 0:00,"Thomas, Latasha R.",0,7,5
"Committee on Zoning, Landmarks and Building Standards",4/29/14 0:00,"Thomas, Latasha R.",0,7,5
"Committee on Zoning, Landmarks and Building Standards",4/26/16 0:00,"Pawar, Ameya",0,11,5
"Committee on Zoning, Landmarks and Building Standards",9/12/16 0:00,"O'Shea, Matthew J.",0,12,5
City Council,11/1/16 0:00,"Santiago, Milagros S.",0,12,6
Committee on Aviation,6/16/15 0:00,"Solis, Daniel",0,9,6
Committee on Aviation,11/12/15 0:00,"Pawar, Ameya",0,10,6
Committee on Aviation,4/6/16 0:00,"O'Connor, Patrick",0,11,6
Committee on Education and Child Development,11/20/12 0:00,"Thomas, Latasha R.",0,4,6
Committee on Finance,6/15/15 0:00,"Reilly, Brendan",0,9,6
Committee on Finance,4/11/16 0:00,"Solis, Daniel",0,11,6
Committee on Housing and Real Estate,10/17/11 0:00,"Thompson, JoAnn",0,2,6
Committee on Housing and Real Estate,9/25/12 0:00,"Pope, John",0,4,6
Committee on Housing and Real Estate,5/30/13 0:00,"Waguespack, Scott",0,5,6
Committee on Housing and Real Estate,9/5/13 0:00,"Thompson, JoAnn",0,6,6
Committee on Housing and Real Estate,2/25/14 0:00,"Thompson, JoAnn",0,7,6
Committee on Housing and Real Estate,3/26/14 0:00,"Reboyras, Ariel",0,7,6
Committee on Housing and Real Estate,7/23/14 0:00,"Sposato, Nicholas",0,8,6
Committee on Housing and Real Estate,1/12/16 0:00,"Pawar, Ameya",0,11,6
Committee on Housing and Real Estate,2/4/16 0:00,"Pawar, Ameya",0,11,6
Committee on Housing and Real Estate,4/11/16 0:00,"Moore, David H.",0,11,6
Committee on Human Relations,2/3/14 0:00,"Thompson, JoAnn",0,7,6
Committee on Human Relations,2/19/14 0:00,"Thompson, JoAnn",0,7,6
Committee on License and Consumer Protection,10/4/11 0:00,"O'Shea, Matthew J.",0,2,6
Committee on License and Consumer Protection,10/26/11 0:00,"Sposato, Nicholas",0,2,6
Committee on License and Consumer Protection,11/15/11 0:00,"Tunney, Thomas",0,2,6
Committee on License and Consumer Protection,12/7/11 0:00,"Sposato, Nicholas",0,2,6
Committee on License and Consumer Protection,6/21/12 0:00,"Sawyer, Roderick T.",0,3,6
Committee on License and Consumer Protection,6/4/13 0:00,"Silverstein, Debra L.",0,5,6
Committee on License and Consumer Protection,3/26/14 0:00,"Sawyer, Roderick T.",0,7,6
Committee on License and Consumer Protection,3/11/15 0:00,"Tunney, Thomas",0,9,6
Committee on License and Consumer Protection,12/8/15 0:00,"Sawyer, Roderick T.",0,10,6
Committee on License and Consumer Protection,6/21/16 0:00,"Smith, Michele",0,11,6
Committee on License and Consumer Protection,7/13/16 0:00,"Tunney, Thomas",0,12,6
Committee on Pedestrian and Traffic Safety,10/3/11 0:00,"Munoz, Ricardo",0,2,6
Committee on Pedestrian and Traffic Safety,6/25/12 0:00,"Munoz, Ricardo",0,3,6
Committee on Public Safety,3/7/13 0:00,"Solis, Daniel",0,5,6
Committee on Public Safety,9/9/13 0:00,"Solis, Daniel",0,6,6
Committee on Public Safety,10/26/15 0:00,"Pawar, Ameya",0,10,6
"Committee on Special Events, Cultural Affairs and Recreation",9/12/16 0:00,"Silverstein, Debra L.",0,12,6
